epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.013768898323178291,9.999999747378752e-05,5.615234851837158,0.024784483015537262,4.482491970062256
1,0.0,9.999999747378752e-05,5.721611976623535,0.0,4.7209296226501465
